gene	genome	ec.num	gene.length
coli_3828 	 1 	  	 657 
coli_3829 	 1 	 3.1. 	 813 
coli_3830 	 1 	  	 399 
coli_3831 	 1 	 5.99 	 2415 
coli_3832 	 1 	  	 1074 
coli_3833 	 1 	 2.7. 	 1101 
coli_3834 	 1 	  	 1404 
coli_3835 	 1 	  	 141 
coli_3836 	 1 	 3.1. 	 327 
coli_3837 	 1 	  	 1596 
coli_3838 	 1 	 3.6. 	 1365 
coli_3839 	 1 	 4.1. 	 1416 
coli_3840 	 1 	  	 1170 
coli_3841 	 1 	  	 1176 
coli_3842 	 1 	  	 960 
coli_3843 	 1 	  	 597 
coli_3844 	 1 	  	 567 
coli_3845 	 1 	  	 1338 
coli_3846 	 1 	  	 666 
coli_3848 	 1 	  	 588 
coli_3849 	 1 	  	 723 
coli_3850 	 1 	  	 1170 
coli_3851 	 1 	  	 1617 
coli_3852 	 1 	  	 1413 
coli_3853 	 1 	 2.7. 	 1878 
coli_3854 	 1 	  	 837 
coli_3855 	 1 	  	 123 
coli_3856 	 1 	  	 726 
coli_3857 	 1 	 3.6. 	 774 
coli_3858 	 1 	  	 891 
coli_3859 	 1 	  	 960 
coli_3860 	 1 	  	 1041 
coli_3861 	 1 	 2.6. 	 1830 
coli_3862 	 1 	 2.7. 	 1371 
coli_3863 	 1 	 3.6. 	 414 
coli_3864 	 1 	 3.6. 	 1383 
coli_3865 	 1 	 3.6. 	 864 
coli_3866 	 1 	 3.6. 	 1542 
coli_3867 	 1 	 3.6. 	 534 
coli_3868 	 1 	 3.6. 	 471 
coli_3869 	 1 	 3.6. 	 240 
coli_3870 	 1 	 3.6. 	 816 
coli_3871 	 1 	  	 219 
coli_3872 	 1 	 2.1. 	 624 
coli_3873 	 1 	  	 1890 
coli_3874 	 1 	  	 444 
coli_3875 	 1 	  	 459 
coli_3876 	 1 	 6.3. 	 993 
coli_3877 	 1 	  	 1452 
coli_3878 	 1 	 3.6. 	 1497 
coli_3879 	 1 	  	 1869 
coli_3880 	 1 	  	 420 
coli_3881 	 1 	 3.6. 	 1506 
coli_3882 	 1 	  	 966 
coli_3884 	 1 	 2.7. 	 930 
coli_3885 	 1 	  	 1428 
coli_3886 	 1 	  	 984 
coli_3887 	 1 	  	 693 
coli_3890 	 1 	  	 120 
coli_3895 	 1 	  	 840 
coli_3896 	 1 	  	 339 
coli_3897 	 1 	  	 1521 
coli_3898 	 1 	  	 984 
coli_3899 	 1 	  	 510 
coli_3900 	 1 	 2.2. 	 264 
coli_3901 	 1 	 2.6. 	 930 
coli_3902 	 1 	 4.2. 	 1851 
coli_3903 	 1 	 4.3. 	 1545 
coli_3904 	 1 	  	 894 
coli_3905 	 1 	 1.1. 	 1476 
coli_3906 	 1 	 5.2. 	 282 
coli_3907 	 1 	 3.6. 	 2022 
coli_3908 	 1 	  	 1485 
coli_3909 	 1 	 3.6. 	 1266 
coli_3910 	 1 	  	 330 
coli_3911 	 1 	  	 120 
coli_3912 	 1 	 3.6. 	 1260 
coli_3913 	 1 	  	 219 
coli_3914 	 1 	 2.7. 	 1104 
coli_3915 	 1 	  	 1047 
coli_3916 	 1 	 5.1. 	 1086 
coli_3917 	 1 	  	 1263 
coli_3918 	 1 	 4.2. 	 1068 
coli_3919 	 1 	 2.7. 	 882 
coli_3920 	 1 	  	 675 
coli_3921 	 1 	  	 1131 
coli_3922 	 1 	  	 1251 
coli_3923 	 1 	 2.4. 	 1080 
coli_3924 	 1 	  	 1353 
coli_3925 	 1 	 2.4. 	 741 
coli_3926 	 1 	  	 1386 
coli_3931 	 1 	 1.1. 	 1236 
coli_3932 	 1 	  	 1656 
coli_3933 	 1 	  	 138 
coli_3934 	 1 	  	 1197 
coli_3935 	 1 	  	 1182 
coli_3936 	 1 	  	 741 
coli_3937 	 1 	 2.5. 	 942 
coli_3938 	 1 	  	 2547 
coli_3939 	 1 	  	 321 
coli_3940 	 1 	  	 162 
coli_3941 	 1 	  	 204 
coli_3942 	 1 	 5.1. 	 825 
coli_3943 	 1 	  	 708 
coli_3944 	 1 	  	 897 
coli_3945 	 1 	  	 717 
coli_3946 	 1 	 3.6. 	 2163 
coli_3947 	 1 	  	 765 
coli_3948 	 1 	  	 114 
coli_3949 	 1 	  	 951 
coli_3950 	 1 	  	 381 
coli_3951 	 1 	  	 114 
coli_3952 	 1 	  	 891 
coli_3953 	 1 	  	 468 
coli_3954 	 1 	 3.1. 	 870 
coli_3955 	 1 	 3.6. 	 1830 
coli_3958 	 1 	  	 1023 
coli_3959 	 1 	  	 801 
coli_3960 	 1 	  	 900 
coli_3961 	 1 	 2.1. 	 2262 
coli_3962 	 1 	  	 816 
coli_3963 	 1 	 2.4. 	 762 
coli_3964 	 1 	  	 1428 
coli_3965 	 1 	 2.1. 	 756 
coli_3966 	 1 	  	 606 
coli_3967 	 1 	 1.14 	 1641 
coli_3968 	 1 	  	 270 
coli_3969 	 1 	  	 516 
coli_3970 	 1 	  	 777 
coli_3971 	 1 	  	 489 
coli_3972 	 1 	 3.1. 	 783 
coli_3973 	 1 	 4.1. 	 1494 
coli_3974 	 1 	  	 702 
coli_3975 	 1 	 2.3. 	 1164 
coli_3976 	 1 	 4.2. 	 2190 
coli_3977 	 1 	 3.4. 	 1332 
coli_3978 	 1 	  	 615 
coli_3979 	 1 	  	 1452 
coli_3980 	 1 	 1.3. 	 546 
coli_3984 	 1 	  	 132 
coli_3985 	 1 	  	 120 
coli_3986 	 1 	  	 135 
coli_3989 	 1 	  	 528 
coli_3990 	 1 	  	 585 
coli_3991 	 1 	  	 270 
coli_3992 	 1 	  	 987 
coli_3993 	 1 	  	 627 
coli_3994 	 1 	  	 1431 
coli_3996 	 1 	  	 243 
coli_3997 	 1 	 2.7. 	 2787 
coli_3998 	 1 	  	 123 
coli_3999 	 1 	  	 150 
coli_4000 	 1 	  	 633 
coli_4001 	 1 	  	 510 
coli_4002 	 1 	  	 117 
coli_4003 	 1 	 1.3. 	 1374 
coli_4004 	 1 	  	 177 
coli_4005 	 1 	  	 1410 
coli_4006 	 1 	 2.7. 	 1050 
coli_4007 	 1 	 6.3. 	 1410 
coli_4008 	 1 	  	 1824 
coli_4009 	 1 	  	 711 
coli_4010 	 1 	  	 981 
coli_4011 	 1 	  	 1266 
coli_4012 	 1 	  	 693 
coli_4013 	 1 	  	 1404 
coli_4014 	 1 	  	 1386 
coli_4015 	 1 	  	 2037 
coli_4016 	 1 	  	 903 
coli_4017 	 1 	  	 1242 
coli_4018 	 1 	  	 879 
coli_4019 	 1 	  	 897 
coli_4020 	 1 	  	 897 
coli_4021 	 1 	  	 786 
coli_4022 	 1 	 3.1. 	 600 
coli_4023 	 1 	  	 873 
coli_4024 	 1 	 3.1. 	 438 
coli_4025 	 1 	  	 942 
coli_4026 	 1 	  	 219 
coli_4027 	 1 	  	 219 
coli_4028 	 1 	  	 930 
coli_4029 	 1 	 1.2. 	 636 
coli_4030 	 1 	 1.2. 	 903 
coli_4031 	 1 	 1.2. 	 2415 
coli_4032 	 1 	  	 588 
coli_4033 	 1 	  	 255 
coli_4034 	 1 	  	 801 
coli_4035 	 1 	  	 1056 
coli_4036 	 1 	  	 1749 
coli_4037 	 1 	  	 1071 
coli_4038 	 1 	 2.7. 	 1452 
coli_4039 	 1 	 2.7. 	 447 
coli_4040 	 1 	  	 138 
coli_4041 	 1 	 5.1. 	 315 
coli_4042 	 1 	 4.1. 	 825 
coli_4043 	 1 	 5.3. 	 1260 
coli_4044 	 1 	 2.7. 	 1470 
coli_4045 	 1 	  	 150 
coli_4046 	 1 	  	 837 
coli_4047 	 1 	  	 1035 
coli_4048 	 1 	  	 849 
coli_4049 	 1 	 1.15 	 621 
coli_4050 	 1 	  	 117 
coli_4051 	 1 	  	 984 
coli_4052 	 1 	  	 675 
coli_4053 	 1 	 2.7. 	 1374 
coli_4054 	 1 	  	 633 
coli_4055 	 1 	  	 501 
coli_4056 	 1 	  	 903 
coli_4057 	 1 	 2.7. 	 963 
coli_4058 	 1 	  	 990 
coli_4059 	 1 	 3.6. 	 756 
coli_4060 	 1 	 5.3. 	 768 
coli_4061 	 1 	  	 600 
coli_4062 	 1 	  	 441 
coli_4063 	 1 	  	 300 
coli_4064 	 1 	  	 429 
coli_4065 	 1 	 1.18 	 747 
coli_4066 	 1 	 3.1. 	 1011 
coli_4067 	 1 	 2.7. 	 1509 
coli_4068 	 1 	  	 846 
coli_4069 	 1 	  	 240 
coli_4070 	 1 	  	 486 
coli_4071 	 1 	 2.5. 	 927 
coli_4072 	 1 	  	 1332 
coli_4073 	 1 	 3.4. 	 495 
coli_4074 	 1 	  	 855 
coli_4075 	 1 	  	 993 
coli_4076 	 1 	  	 117 
coli_4077 	 1 	 3.6. 	 2199 
coli_4078 	 1 	  	 213 
coli_4079 	 1 	  	 609 
coli_4080 	 1 	  	 318 
coli_4081 	 1 	 2.5. 	 1161 
coli_4082 	 1 	 1.1. 	 2433 
coli_4083 	 1 	  	 135 
coli_4084 	 1 	 1.5. 	 891 
coli_4085 	 1 	 1.11 	 2181 
coli_4087 	 1 	  	 618 
coli_4088 	 1 	 1.1. 	 1104 
coli_4089 	 1 	 4.1. 	 663 
coli_4090 	 1 	 2.7. 	 2502 
coli_4091 	 1 	  	 1080 
coli_4092 	 1 	 2.7. 	 321 
coli_4093 	 1 	  	 2298 
coli_4094 	 1 	 1.97 	 840 
coli_4095 	 1 	  	 852 
coli_4096 	 1 	 2.7. 	 342 
coli_4097 	 1 	 2.7. 	 1734 
coli_4098 	 1 	  	 2652 
coli_4099 	 1 	 3.5. 	 1152 
coli_4100 	 1 	 1.2. 	 1005 
coli_4101 	 1 	 2.7. 	 774 
coli_4102 	 1 	 4.3. 	 1374 
coli_4103 	 1 	  	 1401 
coli_4104 	 1 	  	 918 
coli_4105 	 1 	  	 120 
coli_4106 	 1 	  	 648 
coli_4107 	 1 	  	 360 
coli_4108 	 1 	 2.1. 	 1101 
coli_4109 	 1 	  	 1845 
coli_4110 	 1 	 5.1. 	 789 
coli_4113 	 1 	  	 120 
coli_4116 	 1 	 1.1. 	 1029 
coli_4117 	 1 	 6.3. 	 966 
coli_4118 	 1 	 2.7. 	 951 
coli_4119 	 1 	  	 195 
coli_4124 	 1 	  	 1185 
coli_4125 	 1 	  	 384 
coli_4126 	 1 	  	 546 
coli_4127 	 1 	  	 429 
coli_4128 	 1 	  	 705 
coli_4129 	 1 	  	 498 
coli_4130 	 1 	  	 366 
coli_4131 	 1 	 2.7. 	 4029 
coli_4132 	 1 	 2.7. 	 4224 
coli_4133 	 1 	  	 540 
coli_4134 	 1 	  	 1134 
coli_4135 	 1 	 4.-. 	 771 
coli_4136 	 1 	  	 201 
coli_4137 	 1 	 2.7. 	 756 
coli_4138 	 1 	 2.5. 	 636 
coli_4139 	 1 	  	 1896 
coli_4140 	 1 	  	 477 
coli_4141 	 1 	  	 774 
coli_4142 	 1 	 4.1. 	 1065 
coli_4143 	 1 	 3.1. 	 672 
coli_4144 	 1 	  	 591 
coli_4145 	 1 	  	 273 
coli_4146 	 1 	  	 636 
coli_4147 	 1 	  	 426 
coli_4148 	 1 	  	 129 
coli_4149 	 1 	 2.7. 	 1398 
coli_4150 	 1 	 6.3. 	 1290 
coli_4151 	 1 	  	 1326 
coli_4152 	 1 	 2.1. 	 1590 
coli_4153 	 1 	  	 123 
coli_4156 	 1 	  	 120 
coli_4157 	 1 	  	 135 
coli_4160 	 1 	  	 384 
coli_4161 	 1 	  	 291 
coli_4162 	 1 	 2.3. 	 930 
coli_4163 	 1 	 2.3. 	 1602 
coli_4164 	 1 	 4.1. 	 1305 
coli_4165 	 1 	  	 2187 
coli_4166 	 1 	 3.1. 	 1737 
coli_4167 	 1 	  	 825 
coli_4168 	 1 	 2.1. 	 3684 
coli_4169 	 1 	  	 1632 
coli_4170 	 1 	 3.4. 	 690 
coli_4171 	 1 	 5.4. 	 873 
coli_4172 	 1 	  	 273 
coli_4173 	 1 	 2.7. 	 1350 
coli_4174 	 1 	 5.3. 	 1650 
coli_4175 	 1 	  	 243 
coli_4177 	 1 	  	 663 
coli_4178 	 1 	  	 2097 
coli_4179 	 1 	  	 162 
coli_4180 	 1 	  	 144 
coli_4182 	 1 	  	 1476 
coli_4183 	 1 	  	 891 
coli_4184 	 1 	  	 1545 
coli_4185 	 1 	  	 1191 
coli_4186 	 1 	 3.6. 	 1116 
coli_4187 	 1 	  	 1341 
coli_4188 	 1 	  	 153 
coli_4189 	 1 	  	 921 
coli_4190 	 1 	  	 153 
coli_4191 	 1 	  	 1329 
coli_4192 	 1 	 4.1. 	 498 
coli_4193 	 1 	 2.5. 	 873 
coli_4194 	 1 	 2.3. 	 2424 
coli_4195 	 1 	 2.7. 	 369 
coli_4196 	 1 	 3.4. 	 609 
coli_4197 	 1 	  	 1326 
coli_4198 	 1 	  	 210 
coli_4199 	 1 	  	 516 
coli_4200 	 1 	  	 255 
coli_4201 	 1 	  	 708 
coli_4202 	 1 	  	 126 
coli_4203 	 1 	 1.-. 	 993 
coli_4204 	 1 	  	 243 
coli_4205 	 1 	 1.6. 	 984 
coli_4206 	 1 	 3.6. 	 1416 
coli_4207 	 1 	  	 141 
coli_4208 	 1 	 5.1. 	 1080 
coli_4209 	 1 	 2.6. 	 1194 
coli_4210 	 1 	  	 135 
coli_4211 	 1 	  	 153 
coli_4212 	 1 	 3.1. 	 525 
coli_4213 	 1 	  	 417 
coli_4214 	 1 	  	 357 
coli_4215 	 1 	 3.1. 	 2823 
coli_4216 	 1 	  	 537 
coli_4217 	 1 	  	 282 
coli_4219 	 1 	  	 324 
coli_4220 	 1 	  	 465 
coli_4221 	 1 	  	 219 
coli_4222 	 1 	  	 1350 
coli_4223 	 1 	  	 1650 
coli_4224 	 1 	  	 1293 
coli_4225 	 1 	  	 1650 
coli_4227 	 1 	 6.2. 	 1959 
coli_4228 	 1 	 1.7. 	 1437 
coli_4229 	 1 	 1.7. 	 567 
coli_4230 	 1 	 1.7. 	 672 
coli_4231 	 1 	 1.7. 	 957 
coli_4232 	 1 	  	 1623 
coli_4233 	 1 	  	 384 
coli_4234 	 1 	  	 597 
coli_4235 	 1 	  	 129 
coli_4236 	 1 	  	 1314 
coli_4237 	 1 	  	 690 
coli_4238 	 1 	 1.2. 	 1680 
coli_4239 	 1 	  	 420 
coli_4240 	 1 	  	 114 
coli_4241 	 1 	  	 1467 
coli_4242 	 1 	  	 2052 
coli_4243 	 1 	  	 1032 
coli_4244 	 1 	  	 276 
coli_4245 	 1 	  	 120 
coli_4246 	 1 	  	 1986 
coli_4247 	 1 	 2.7. 	 930 
coli_4248 	 1 	 5.1. 	 696 
coli_4249 	 1 	  	 981 
coli_4250 	 1 	 3.6. 	 1533 
coli_4251 	 1 	  	 936 
coli_4252 	 1 	  	 891 
coli_4253 	 1 	 5.3. 	 450 
coli_4254 	 1 	  	 330 
coli_4255 	 1 	  	 759 
coli_4256 	 1 	  	 435 
coli_4257 	 1 	  	 558 
coli_4258 	 1 	  	 1137 
coli_4259 	 1 	  	 681 
coli_4260 	 1 	  	 759 
coli_4261 	 1 	  	 846 
coli_4262 	 1 	  	 1065 
coli_4263 	 1 	  	 585 
coli_4264 	 1 	  	 453 
coli_4265 	 1 	  	 726 
coli_4266 	 1 	  	 222 
coli_4267 	 1 	  	 570 
coli_4268 	 1 	  	 1017 
coli_4269 	 1 	 3.6. 	 789 
coli_4270 	 1 	  	 444 
coli_4271 	 1 	  	 336 
coli_4272 	 1 	  	 2229 
coli_4273 	 1 	  	 879 
coli_4274 	 1 	  	 1503 
coli_4275 	 1 	 2.7. 	 1092 
coli_4276 	 1 	  	 669 
coli_4277 	 1 	 2.7. 	 1644 
coli_4278 	 1 	  	 1338 
coli_4279 	 1 	  	 762 
coli_4280 	 1 	 4.1. 	 2271 
coli_4281 	 1 	  	 909 
coli_4282 	 1 	 3.2. 	 1356 
coli_4283 	 1 	  	 1335 
coli_4285 	 1 	 4.2. 	 1647 
coli_4286 	 1 	  	 1341 
coli_4287 	 1 	  	 720 
coli_4288 	 1 	 2.7. 	 1632 
coli_4289 	 1 	  	 135 
coli_4290 	 1 	  	 231 
coli_4291 	 1 	  	 273 
coli_4292 	 1 	  	 198 
coli_4293 	 1 	  	 174 
coli_4294 	 1 	 6.1. 	 1518 
coli_4295 	 1 	  	 1458 
coli_4296 	 1 	 4.1. 	 2148 
coli_4297 	 1 	  	 1335 
coli_4298 	 1 	  	 1539 
coli_4300 	 1 	  	 576 
coli_4301 	 1 	 1.8. 	 1698 
coli_4302 	 1 	  	 339 
coli_4303 	 1 	  	 1209 
coli_4304 	 1 	 4.3. 	 1437 
coli_4306 	 1 	  	 1257 
coli_4307 	 1 	  	 294 
coli_4308 	 1 	  	 1647 
coli_4309 	 1 	  	 354 
coli_4311 	 1 	  	 1029 
coli_4312 	 1 	  	 522 
coli_4313 	 1 	  	 126 
coli_4314 	 1 	  	 147 
coli_4315 	 1 	  	 534 
coli_4316 	 1 	  	 318 
coli_4317 	 1 	 3.5. 	 1134 
coli_4318 	 1 	  	 360 
coli_4319 	 1 	  	 396 
coli_4320 	 1 	 1.3. 	 735 
coli_4321 	 1 	 1.3. 	 1809 
coli_4322 	 1 	  	 978 
coli_4323 	 1 	  	 1458 
coli_4324 	 1 	  	 315 
coli_4326 	 1 	  	 3324 
coli_4327 	 1 	 4.1. 	 969 
coli_4328 	 1 	 3.6. 	 1053 
coli_4329 	 1 	 3.1. 	 546 
coli_4333 	 1 	  	 1140 
coli_4334 	 1 	  	 1533 
coli_4335 	 1 	  	 459 
coli_4336 	 1 	 3.5. 	 1338 
coli_4337 	 1 	  	 1848 
coli_4338 	 1 	 2.5. 	 906 
coli_4339 	 1 	  	 309 
coli_4340 	 1 	  	 1281 
coli_4341 	 1 	  	 1260 
coli_4342 	 1 	  	 1005 
coli_4343 	 1 	  	 198 
coli_4344 	 1 	 6.3. 	 1299 
coli_4345 	 1 	  	 426 
coli_4346 	 1 	 3.1. 	 2442 
coli_4347 	 1 	 2.1. 	 732 
coli_4348 	 1 	  	 402 
coli_4349 	 1 	  	 699 
coli_4350 	 1 	  	 660 
coli_4352 	 1 	  	 639 
coli_4353 	 1 	  	 1164 
coli_4354 	 1 	  	 1626 
coli_4355 	 1 	  	 288 
coli_4356 	 1 	  	 330 
coli_4357 	 1 	  	 756 
coli_4358 	 1 	 3.1. 	 750 
coli_4359 	 1 	  	 1065 
coli_4360 	 1 	  	 1398 
coli_4361 	 1 	 2.7. 	 306 
coli_4362 	 1 	 2.7. 	 465 
coli_4363 	 1 	 4.1. 	 651 
coli_4364 	 1 	 5.1. 	 855 
coli_4365 	 1 	 5.1. 	 687 
coli_4366 	 1 	  	 276 
coli_4367 	 1 	  	 396 
coli_4368 	 1 	  	 228 
coli_4369 	 1 	  	 450 
coli_4370 	 1 	  	 795 
coli_4371 	 1 	  	 639 
coli_4372 	 1 	  	 327 
coli_4373 	 1 	 5.2. 	 621 
coli_4374 	 1 	  	 1413 
coli_4375 	 1 	  	 663 
coli_4377 	 1 	 1.6. 	 861 
coli_4378 	 1 	  	 381 
coli_4379 	 1 	 3.1. 	 1944 
coli_4380 	 1 	 3.1. 	 693 
coli_4381 	 1 	  	 939 
coli_4382 	 1 	  	 555 
coli_4383 	 1 	  	 207 
coli_4384 	 1 	  	 1287 
coli_4385 	 1 	 1.8. 	 639 
coli_4386 	 1 	  	 129 
coli_4387 	 1 	  	 1734 
coli_4388 	 1 	  	 3780 
coli_4389 	 1 	  	 288 
coli_4390 	 1 	  	 213 
coli_4391 	 1 	 3.1. 	 351 
coli_4392 	 1 	 3.6. 	 531 
coli_4393 	 1 	  	 906 
coli_4394 	 1 	  	 1503 
coli_4395 	 1 	  	 1023 
coli_4396 	 1 	  	 996 
coli_4397 	 1 	 3.1. 	 999 
coli_4398 	 1 	  	 132 
coli_4399 	 1 	  	 1374 
coli_4402 	 1 	  	 303 
coli_4403 	 1 	 1.97 	 465 
coli_4404 	 1 	 1.17 	 2139 
coli_4405 	 1 	  	 123 
coli_4406 	 1 	 3.2. 	 1656 
coli_4407 	 1 	 2.7. 	 1419 
coli_4408 	 1 	  	 948 
coli_4409 	 1 	 3.6. 	 2697 
coli_4410 	 1 	  	 387 
coli_4411 	 1 	 2.1. 	 462 
coli_4412 	 1 	 2.1. 	 936 
coli_4413 	 1 	  	 396 
coli_4414 	 1 	  	 714 
coli_4415 	 1 	  	 594 
coli_4416 	 1 	  	 453 
coli_4417 	 1 	  	 1815 
coli_4418 	 1 	 2.1. 	 1005 
coli_4419 	 1 	  	 417 
coli_4420 	 1 	  	 504 
coli_4422 	 1 	 6.1. 	 2856 
coli_4423 	 1 	 2.7. 	 444 
coli_4424 	 1 	 3.4. 	 1512 
coli_4425 	 1 	  	 129 
coli_4426 	 1 	  	 1008 
coli_4428 	 1 	  	 1503 
coli_4429 	 1 	  	 999 
coli_4430 	 1 	  	 1320 
coli_4431 	 1 	 1.1. 	 765 
coli_4432 	 1 	 1.1. 	 1032 
coli_4433 	 1 	 2.7. 	 564 
coli_4434 	 1 	  	 1020 
coli_4436 	 1 	  	 1191 
coli_4437 	 1 	  	 366 
coli_4438 	 1 	  	 906 
coli_4439 	 1 	  	 243 
coli_4440 	 1 	  	 426 
coli_4441 	 1 	  	 348 
coli_4442 	 1 	  	 144 
coli_4443 	 1 	  	 1329 
coli_4444 	 1 	  	 1218 
coli_4445 	 1 	  	 1119 
coli_4446 	 1 	  	 231 
coli_4447 	 1 	  	 204 
coli_4448 	 1 	  	 267 
coli_4449 	 1 	  	 1152 
coli_4450 	 1 	  	 369 
coli_4451 	 1 	  	 414 
coli_4452 	 1 	  	 144 
coli_4453 	 1 	  	 612 
coli_4454 	 1 	  	 165 
coli_4455 	 1 	  	 957 
coli_4456 	 1 	  	 999 
coli_4457 	 1 	  	 903 
coli_4458 	 1 	  	 2325 
coli_4459 	 1 	  	 954 
coli_4460 	 1 	  	 522 
coli_4461 	 1 	  	 294 
coli_4462 	 1 	  	 210 
coli_4463 	 1 	  	 987 
coli_4464 	 1 	  	 123 
coli_4465 	 1 	  	 1350 
coli_4466 	 1 	  	 1968 
coli_4467 	 1 	  	 906 
coli_4468 	 1 	  	 789 
coli_4469 	 1 	  	 783 
coli_4470 	 1 	  	 633 
coli_4471 	 1 	  	 432 
coli_4472 	 1 	  	 807 
coli_4473 	 1 	  	 1314 
coli_4474 	 1 	  	 279 
coli_4475 	 1 	  	 1122 
coli_4476 	 1 	  	 747 
coli_4477 	 1 	  	 546 
coli_4478 	 1 	  	 258 
coli_4479 	 1 	  	 132 
coli_4480 	 1 	  	 210 
coli_4481 	 1 	  	 1017 
coli_4482 	 1 	  	 918 
coli_4483 	 1 	 5.1. 	 1107 
coli_4484 	 1 	  	 549 
coli_4485 	 1 	  	 138 
coli_4486 	 1 	  	 603 
coli_4487 	 1 	  	 597 
coli_4488 	 1 	  	 549 
coli_4489 	 1 	  	 498 
coli_4490 	 1 	  	 726 
coli_4491 	 1 	  	 2571 
coli_4492 	 1 	  	 531 
coli_4493 	 1 	  	 504 
coli_4494 	 1 	  	 903 
coli_4495 	 1 	  	 1344 
coli_4496 	 1 	 4.2. 	 1185 
coli_4497 	 1 	  	 1461 
coli_4498 	 1 	  	 774 
coli_4499 	 1 	  	 831 
coli_4500 	 1 	  	 144 
coli_4501 	 1 	  	 135 
coli_4502 	 1 	  	 912 
coli_4503 	 1 	  	 393 
coli_4504 	 1 	 3.4. 	 1173 
coli_4505 	 1 	  	 462 
coli_4506 	 1 	  	 684 
coli_4507 	 1 	  	 192 
coli_4508 	 1 	  	 555 
coli_4509 	 1 	  	 1179 
coli_4510 	 1 	  	 861 
coli_4511 	 1 	  	 258 
coli_4512 	 1 	  	 768 
coli_4513 	 1 	  	 1152 
coli_4514 	 1 	  	 1281 
coli_4515 	 1 	  	 1233 
coli_4516 	 1 	  	 234 
coli_4517 	 1 	  	 312 
coli_4518 	 1 	  	 561 
coli_4519 	 1 	  	 1413 
coli_4520 	 1 	  	 165 
coli_4521 	 1 	  	 1518 
coli_4522 	 1 	  	 132 
coli_4523 	 1 	  	 2571 
coli_4524 	 1 	  	 1035 
coli_4525 	 1 	 3.1. 	 1380 
coli_4526 	 1 	 3.1. 	 342 
coli_4527 	 1 	  	 1395 
coli_4528 	 1 	 2.1. 	 1590 
coli_4529 	 1 	  	 3510 
coli_4530 	 1 	  	 915 
coli_4531 	 1 	  	 957 
coli_4532 	 1 	  	 204 
coli_4534 	 1 	  	 1656 
coli_4535 	 1 	  	 1362 
coli_4536 	 1 	  	 915 
coli_4537 	 1 	  	 1023 
coli_4538 	 1 	  	 2292 
coli_4539 	 1 	  	 492 
coli_4540 	 1 	  	 738 
coli_4541 	 1 	  	 540 
coli_4544 	 1 	  	 726 
coli_4545 	 1 	  	 678 
coli_4546 	 1 	 1.-. 	 789 
coli_4547 	 1 	  	 276 
coli_4551 	 1 	 2.1. 	 1032 
coli_4552 	 1 	 2.7. 	 414 
coli_4553 	 1 	 2.3. 	 447 
coli_4554 	 1 	 3.1. 	 678 
coli_4555 	 1 	  	 1590 
coli_4556 	 1 	  	 606 
coli_4557 	 1 	  	 162 
coli_4558 	 1 	  	 1074 
coli_4559 	 1 	  	 780 
coli_4560 	 1 	  	 705 
coli_4561 	 1 	  	 1551 
coli_4562 	 1 	  	 159 
coli_4563 	 1 	  	 126 
coli_4564 	 1 	 4.1. 	 780 
coli_4565 	 1 	 2.4. 	 1323 
coli_4566 	 1 	 5.4. 	 1224 
coli_4567 	 1 	 2.4. 	 720 
coli_4568 	 1 	  	 1332 
coli_4569 	 1 	 2.7. 	 1017 
coli_4570 	 1 	  	 645 
coli_4571 	 1 	 3.1. 	 969 
coli_4572 	 1 	  	 1383 
coli_4573 	 1 	 2.7. 	 1233 
coli_4574 	 1 	  	 168 
coli_4575 	 1 	 3.6. 	 1668 
coli_4576 	 1 	 4.2. 	 1938 
coli_4577 	 1 	  	 327 
coli_4578 	 1 	  	 513 
coli_4579 	 1 	  	 870 
coli_4580 	 1 	  	 648 
coli_4581 	 1 	  	 474 
coli_4582 	 1 	  	 690 
coli_4583 	 1 	 2.7. 	 1425 
coli_4585 	 1 	  	 717 
coli_4586 	 1 	 2.1. 	 687 
